;Data da Venda;Nome do Produto;Nome da Loja;Quantidade Vendida;ID Loja
133023;2017-02-24;Contoso 2-Line Speakerphone M109 Grey;Loja Contoso Austin ;9;86
133092;2017-02-24;SV DVD 12-Inch Player Portable M400 Silver;Loja Contoso Austin ;9;86
133979;2017-02-24;Contoso Screen 100in E010 Black;Loja Contoso Austin ;4;86
133990;2017-02-24;Contoso Phone for MSN E200 Black;Loja Contoso Austin ;4;86
134247;2017-02-25;Contoso Carrying Case E312 Pink;Loja Contoso Austin ;4;86
134468;2017-02-25;SV 16xDVD M330 Black;Loja Contoso Austin ;9;86
134607;2017-02-25;Proseware Projector 1080p LCD86 Black;Loja Contoso Austin ;9;86
134688;2017-02-25;Fabrikam SLR Camera M147 Silver;Loja Contoso Austin ;9;86
135077;2017-02-25;Contoso 2G MP3 Player E200 Black;Loja Contoso Austin ;4;86
135445;2017-02-25;"Adventure Works 19"" Color Digital TV E35 Silver";Loja Contoso Austin ;4;86
135776;2017-02-25;Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Loja Contoso Austin ;9;86
135807;2017-02-25;A. Datum Consumer Digital Camera M300 Orange;Loja Contoso Austin ;9;86
135880;2017-02-25;Fabrikam Laptop19 M9000 Black;Loja Contoso Austin ;9;86
135888;2017-02-25;A. Datum SLR Camera X136 Silver;Loja Contoso Austin ;9;86
136310;2017-02-25;SV Keyboard E10 White;Loja Contoso Austin ;4;86
137606;2017-02-26;Proseware Laptop8.9 E089 Black;Loja Contoso Austin ;4;86
139245;2017-02-27;"Fabrikam SLR Camera 35"" X358 Silver Grey";Loja Contoso Austin ;9;86
139719;2017-02-27;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange;Loja Contoso Austin ;9;86
140134;2017-02-27;Contoso Phone with Memory Dialing-single line E88 White;Loja Contoso Austin ;4;86
140167;2017-02-27;Contoso Mini Battery Charger Kit E320 Black;Loja Contoso Austin ;4;86
140457;2017-02-27;Proseware High Speed Laser M2000 Black;Loja Contoso Austin ;9;86
140774;2017-02-27;"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey";Loja Contoso Austin ;9;86
140899;2017-02-27;The Phone Company PDA Phone 4.7 inches L360 Black;Loja Contoso Austin ;9;86
141655;2017-02-27;Contoso Notebook Peripheral Kit M69 Grey;Loja Contoso Austin ;9;86
141707;2017-02-27;SV Car Video AM/FM E1000 Silver;Loja Contoso Austin ;4;86
146639;2017-03-02;Proseware CRT17 E104 White;Loja Contoso Austin ;4;86
146928;2017-03-02;Contoso SLR Camera X145 Pink;Loja Contoso Austin ;9;86
147011;2017-03-02;SV Car Video LCD7W M7081 Silver;Loja Contoso Austin ;9;86
147069;2017-03-02;"Adventure Works 42"" LCD HDTV M55 Black";Loja Contoso Austin ;9;86
147413;2017-03-02;The Phone Company Touch Screen Phones - LCD M12 Black;Loja Contoso Austin ;4;86
148120;2017-03-02;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green;Loja Contoso Austin ;9;86
148135;2017-03-02;Contoso DVD 12-Inch Player Portable M400 Silver;Loja Contoso Austin ;9;86
148166;2017-03-02;Contoso Car power adapter M90 White;Loja Contoso Austin ;9;86
148468;2017-03-02;Contoso Multi-Use Terminal Cable E308 Black;Loja Contoso Austin ;8;86
148533;2017-03-02;Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White;Loja Contoso Austin ;80;86
148578;2017-03-02;WWI LCD17 E200 Black;Loja Contoso Austin ;4;86
149867;2017-03-03;SV DVD Movies E100 Yellow;Loja Contoso Austin ;4;86
150177;2017-03-03;SV DVD 7-Inch Player Portable E200 Black;Loja Contoso Austin ;4;86
150365;2017-03-03;Contoso Smart Battery M901 Black;Loja Contoso Austin ;9;86
150470;2017-03-03;A. Datum SLR Camera X142 Orange;Loja Contoso Austin ;9;86
150487;2017-03-03;Fabrikam Budget Moviemaker 1'' 25mm E400 Grey;Loja Contoso Austin ;9;86
150492;2017-03-03;SV DVD 60 DVD Storage Binder L20 Black;Loja Contoso Austin ;9;86
150505;2017-03-03;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black;Loja Contoso Austin ;9;86
150507;2017-03-03;SV Car Video LCD7W M7081 Black;Loja Contoso Austin ;9;86
150530;2017-03-03;"Fabrikam Business Videographer 2/3"" 17mm M280 Blue";Loja Contoso Austin ;9;86
150944;2017-03-03;Proseware Ink Jet Fax Machine E100 Black;Loja Contoso Austin ;4;86
151246;2017-03-03;Contoso Reserve Pen -Tablet Pen E200 Blue;Loja Contoso Austin ;4;86
151675;2017-03-04;Contoso SLR Camera X143 Grey;Loja Contoso Austin ;9;86
151721;2017-03-04;SV 16xDVD M330 Black;Loja Contoso Austin ;9;86
151865;2017-03-04;A. Datum SLR-like Digital Camera M400 Orange;Loja Contoso Austin ;9;86
152502;2017-03-04;WWI Desktop PC1.80 E1801 Silver;Loja Contoso Austin ;12;86
152900;2017-03-04;A. Datum Full Frame Digital Camera X300 Orange;Loja Contoso Austin ;9;86
152989;2017-03-04;Contoso In front of Centrex L15 White;Loja Contoso Austin ;9;86
153006;2017-03-04;WWI Projector 480p LCD12 White;Loja Contoso Austin ;9;86
153470;2017-03-04;"Fabrikam SLR Camera 35"" M358 Black";Loja Contoso Austin ;4;86
153475;2017-03-04;Litware Home Theater System 2.1 Channel E210 Brown;Loja Contoso Austin ;4;86
153642;2017-03-04;Contoso Projector 480p M480 Black;Loja Contoso Austin ;9;86
153855;2017-03-05;SV DVD 15-Inch Player Portable L200 Black;Loja Contoso Austin ;9;86
154306;2017-03-05;The Phone Company Smart phones 6-LINE SCREEN M21 Pink;Loja Contoso Austin ;9;86
154695;2017-03-05;Contoso Digital Camera/Camcorder USB Cable E324 Black;Loja Contoso Austin ;4;86
154743;2017-03-05;Contoso 90W AC/DC Power Adapter E300 Black;Loja Contoso Austin ;4;86
154751;2017-03-05;Proseware LCD15 E103 White;Loja Contoso Austin ;4;86
155325;2017-03-05;"Adventure Works 19"" Portable LCD HDTV M110 White";Loja Contoso Austin ;9;86
155892;2017-03-05;The Phone Company Touch Screen Phones - CRT M11 Black;Loja Contoso Austin ;4;86
155911;2017-03-05;SV Car Video TFT6.2W E6280 Silver;Loja Contoso Austin ;4;86
156072;2017-03-05;SV DVD 55DVD Storage Binder M56 Red;Loja Contoso Austin ;9;86
158951;2017-03-07;SV DVD Movies E100 Yellow;Loja Contoso Austin ;4;86
158971;2017-03-07;Contoso Home Theater System 7.1 Channel M1700 White;Loja Contoso Austin ;9;86
158976;2017-03-07;A. Datum Advanced Digital Camera M300 Green;Loja Contoso Austin ;9;86
160054;2017-03-07;A. Datum Slim Digital Camera M180 Azure;Loja Contoso Austin ;4;86
160102;2017-03-07;SV DVD 15-Inch Player Portable L200 Black;Loja Contoso Austin ;9;86
160818;2017-03-07;A. Datum Compact Digital Camera M200 Green;Loja Contoso Austin ;4;86
161282;2017-03-08;Litware Home Theater System 2.1 Channel E212 Brown;Loja Contoso Austin ;8;86
161333;2017-03-08;"A. Datum SLR Camera 35"" X358 Grey";Loja Contoso Austin ;9;86
161539;2017-03-08;SV DVD 14-Inch Player Portable L100 White;Loja Contoso Austin ;9;86
161649;2017-03-08;SV DVD 60 DVD Storage Binder L20 Red;Loja Contoso Austin ;9;86
161674;2017-03-08;A. Datum Point Shoot Digital Camera M500 Silver Grey;Loja Contoso Austin ;9;86
162077;2017-03-08;Litware Home Theater System 2.1 Channel E212 Black;Loja Contoso Austin ;4;86
162615;2017-03-08;The Phone Company Pen Touch Screen Phones M320 Grey;Loja Contoso Austin ;9;86
163886;2017-03-09;Contoso Education Essentials Bundle M300 Grey;Loja Contoso Austin ;9;86
163894;2017-03-09;The Phone Company PDA Palm 4.7 inch L850 Silver;Loja Contoso Austin ;9;86
164642;2017-03-09;Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black;Loja Contoso Austin ;9;86
164827;2017-03-09;Contoso SLR Camera M145 Blue;Loja Contoso Austin ;9;86
164887;2017-03-09;Contoso 4 Handset Cordless Phone System M86 White;Loja Contoso Austin ;9;86
165044;2017-03-09;Contoso Education Essentials Bundle M300 White;Loja Contoso Austin ;9;86
165521;2017-03-09;The Phone Company Smart phones without camera E100 Gold;Loja Contoso Austin ;4;86
165656;2017-03-09;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black;Loja Contoso Austin ;9;86
166280;2017-03-10;Proseware Professional Quality Plain-Paper Fax and Copier X100 Black;Loja Contoso Austin ;9;86
166748;2017-03-10;Proseware CRT17 E104 Black;Loja Contoso Austin ;4;86
167812;2017-03-10;Contoso Education Supplies Bundle E200 White;Loja Contoso Austin ;4;86
167865;2017-03-10;Contoso Dual Handset Cordless Phone System E20 Grey;Loja Contoso Austin ;4;86
168079;2017-03-10;SV Car Video AM/FM E1001 Silver;Loja Contoso Austin ;4;86
171004;2017-03-12;Adventure Works Laptop15 M1500 Black;Loja Contoso Austin ;9;86
172942;2017-03-13;SV Car Video LCD7 M7003 Silver;Loja Contoso Austin ;9;86
173361;2017-03-13;The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black;Loja Contoso Austin ;9;86
173452;2017-03-13;Contoso Private Automatic Branch Exchange M65 Black;Loja Contoso Austin ;9;86
173791;2017-03-13;SV 8xDVD E140 Silver;Loja Contoso Austin ;4;86
174160;2017-03-13;Contoso Travel Charger for S-Series Battery E302 Silver;Loja Contoso Austin ;4;86
174222;2017-03-13;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange;Loja Contoso Austin ;9;86
174253;2017-03-13;Contoso Bright Light battery E20 Black;Loja Contoso Austin ;4;86
174360;2017-03-13;WWI Desktop PC1.80 E1800 Black;Loja Contoso Austin ;12;86
174600;2017-03-13;Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black;Loja Contoso Austin ;9;86
175414;2017-03-14;Contoso Screen 85in E085 White;Loja Contoso Austin ;4;86
175744;2017-03-14;Proseware High Speed Laser M2000 Black;Loja Contoso Austin ;9;86
175781;2017-03-14;"Contoso SLR Camera 35"" X358 Silver";Loja Contoso Austin ;9;86
176230;2017-03-14;Proseware Ink Jet Fax Machine E100 Grey;Loja Contoso Austin ;4;86
176245;2017-03-14;Contoso Carrying Case E312 White;Loja Contoso Austin ;4;86
176438;2017-03-14;Contoso Notebook Peripheral Kit M69 Grey;Loja Contoso Austin ;9;86
176445;2017-03-14;Proseware Laser Jet All in one X300 Grey;Loja Contoso Austin ;9;86
176721;2017-03-14;The Phone Company Smart phones 160x160 M26 Gold;Loja Contoso Austin ;9;86
177284;2017-03-14;Contoso DVD 38 DVD Storage Binder E25 Red;Loja Contoso Austin ;4;86
177286;2017-03-14;SV Car Video AM/FM E1000 Silver;Loja Contoso Austin ;4;86
177488;2017-03-14;The Phone Company PDA Phone Unlocked 4.7 inches L550 White;Loja Contoso Austin ;9;86
177672;2017-03-15;WWI LCD24 X300 Black;Loja Contoso Austin ;9;86
177946;2017-03-15;The Phone Company Touch Screen Phones SAW/On-wall M806 Black;Loja Contoso Austin ;9;86
178443;2017-03-15;Proseware CRT15 E10 White;Loja Contoso Austin ;4;86
178470;2017-03-15;Contoso Bright Light battery E20 blue;Loja Contoso Austin ;4;86
178548;2017-03-15;SV 8xDVD E140 Black;Loja Contoso Austin ;4;86
179024;2017-03-15;SV Car Video TFT7 M7000 Brown;Loja Contoso Austin ;9;86
179050;2017-03-15;Fabrikam Laptop12 M2001 Silver;Loja Contoso Austin ;9;86
179091;2017-03-15;The Phone Company PDA Phone Unlocked 4.7 inches L550 Black;Loja Contoso Austin ;9;86
179153;2017-03-15;Contoso 8GB Clock & Radio MP3 Player X850 Blue;Loja Contoso Austin ;9;86
179606;2017-03-15;Fabrikam Social videographer 1'' 25mm E400 Black;Loja Contoso Austin ;4;86
179984;2017-03-16;A. Datum Ultra Compact Digital Camera M190 Silver;Loja Contoso Austin ;4;86
180318;2017-03-16;"Adventure Works 19"" Portable LCD HDTV M110 White";Loja Contoso Austin ;9;86
180782;2017-03-16;The Phone Company Touch Screen Phones - CRT M11 Grey;Loja Contoso Austin ;4;86
181115;2017-03-16;Contoso Phone with Memory Dialing-single line E88 Black;Loja Contoso Austin ;4;86
181386;2017-03-16;Contoso Lifestyles Series - Big Button Cordless phone M800 Black;Loja Contoso Austin ;9;86
181954;2017-03-16;Contoso Desktop Alternative Bundle E200 Grey;Loja Contoso Austin ;4;86
182146;2017-03-16;Contoso Home Theater System 2.1 Channel E1220 Black;Loja Contoso Austin ;4;86
187160;2017-03-19;NT Bluetooth Stereo Headphones E52 Yellow;Loja Contoso Austin ;4;86
187203;2017-03-19;"Fabrikam SLR Camera 35"" M358 Orange";Loja Contoso Austin ;4;86
187333;2017-03-19;Contoso Home Theater System 4.1 Channel M1400 White;Loja Contoso Austin ;9;86
187369;2017-03-19;SV DVD 48 DVD Storage Binder M50 Red;Loja Contoso Austin ;9;86
187513;2017-03-19;Contoso Home Theater System 5.1 Channel M1500 Brown;Loja Contoso Austin ;9;86
188312;2017-03-19;Contoso Travel Charger for S-Series Battery E302 Black;Loja Contoso Austin ;4;86
188315;2017-03-19;Contoso Carrying Case E312 Pink;Loja Contoso Austin ;4;86
188584;2017-03-19;"A. Datum SLR Camera 35"" M358 Black";Loja Contoso Austin ;9;86
189021;2017-03-19;Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey;Loja Contoso Austin ;4;86
189432;2017-03-20;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Loja Contoso Austin ;9;86
189835;2017-03-20;"A. Datum SLR Camera 35"" M358 Silver Grey";Loja Contoso Austin ;9;86
189855;2017-03-20;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Loja Contoso Austin ;9;86
190540;2017-03-20;SV 16xDVD M330 Silver;Loja Contoso Austin ;9;86
190552;2017-03-20;The Phone Company PDA Phone 3.7 inches M340 Silver;Loja Contoso Austin ;9;86
190891;2017-03-20;Contoso SLR Camera X143 Grey;Loja Contoso Austin ;9;86
191019;2017-03-20;Contoso 2-Line Corded Cordless Telephone M202 Grey;Loja Contoso Austin ;9;86
191475;2017-03-20;Contoso Home Theater System 2.1 Channel E1200 Black;Loja Contoso Austin ;4;86
194263;2017-03-22;Contoso Reserve Pen -Tablet Pen E200 Blue;Loja Contoso Austin ;4;86
194411;2017-03-22;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black;Loja Contoso Austin ;9;86
194584;2017-03-22;Contoso Home Theater System 7.1 Channel M1700 Silver;Loja Contoso Austin ;9;86
194907;2017-03-22;Contoso SLR Camera M143 Grey;Loja Contoso Austin ;4;86
195231;2017-03-22;Contoso Home Theater System 4.1 Channel M1410 Black;Loja Contoso Austin ;9;86
195462;2017-03-22;Contoso Projector 720p M621 White;Loja Contoso Austin ;9;86
195771;2017-03-22;WWI Desktop PC1.80 E1800 Brown;Loja Contoso Austin ;12;86
196144;2017-03-22;Contoso USB Data Link - direct connect adapter E600 White;Loja Contoso Austin ;4;86
199109;2017-03-24;Contoso Expandable 4-Handset Cordless Phone System M206 Grey;Loja Contoso Austin ;9;86
199368;2017-03-24;WWI Desktop PC1.80 E1801 Brown;Loja Contoso Austin ;12;86
199614;2017-03-24;Contoso Multi-Use Terminal Cable E308 Black;Loja Contoso Austin ;4;86
199643;2017-03-24;Proseware Laser Jet Printer E100 Grey;Loja Contoso Austin ;4;86
199793;2017-03-24;Contoso SLR Camera X143 Grey;Loja Contoso Austin ;18;86
200209;2017-03-24;Contoso Car power adapter M90 Grey;Loja Contoso Austin ;9;86
200216;2017-03-24;Contoso USB 2.0 Dock Station docking station M800 Grey;Loja Contoso Austin ;9;86
200265;2017-03-24;Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green;Loja Contoso Austin ;9;86
200758;2017-03-24;WWI Screen 100in M1609 Black;Loja Contoso Austin ;4;86
201427;2017-03-25;A. Datum Consumer Digital Camera E100 Silver;Loja Contoso Austin ;9;86
201994;2017-03-25;Contoso Home/Office Laptop Power Adapter E300 Black;Loja Contoso Austin ;4;86
202376;2017-03-25;Adventure Works Laptop8.9 E0890 White;Loja Contoso Austin ;4;86
202431;2017-03-25;"Adventure Works 20"" CRT TV E15 Silver";Loja Contoso Austin ;4;86
202609;2017-03-25;A. Datum Rangefinder Digital Camera X200 Orange;Loja Contoso Austin ;9;86
203524;2017-03-26;Contoso SLR Camera X143 Silver;Loja Contoso Austin ;9;86
203750;2017-03-26;Contoso 8GB Clock & Radio MP3 Player X850 Green;Loja Contoso Austin ;9;86
203796;2017-03-26;A. Datum SLR Camera X142 Orange;Loja Contoso Austin ;9;86
203922;2017-03-26;SV DVD 15-Inch Player Portable L200 Silver;Loja Contoso Austin ;9;86
204709;2017-03-26;Contoso 3 Handset Cordless Phone System E30 Grey;Loja Contoso Austin ;4;86
204869;2017-03-26;Adventure Works LCD24W X300 Black;Loja Contoso Austin ;9;86
205466;2017-03-26;Contoso In-Line Coupler E180 Silver;Loja Contoso Austin ;80;86
205580;2017-03-26;Litware Home Theater System 2.1 Channel E211 Black;Loja Contoso Austin ;4;86
205809;2017-03-26;A. Datum SLR Camera M137 Grey;Loja Contoso Austin ;4;86
208197;2017-03-28;Contoso Notebook Peripheral Kit M69 White;Loja Contoso Austin ;9;86
208269;2017-03-28;Proseware Photo Inkjet Printer E290 Green;Loja Contoso Austin ;4;86
208609;2017-03-28;WWI Laptop15.4W M0156 Black;Loja Contoso Austin ;9;86
208641;2017-03-28;A. Datum Super-zoom Digital Camera X300 Orange;Loja Contoso Austin ;9;86
209793;2017-03-28;Fabrikam Laptop14.1W M4180 Red;Loja Contoso Austin ;9;86
210235;2017-03-28;Litware Home Theater System 2.1 Channel E212 Brown;Loja Contoso Austin ;4;86
210258;2017-03-28;WWI LCD17 E205 White;Loja Contoso Austin ;4;86
210280;2017-03-28;SV DVD 7-Inch Player Portable E200 Black;Loja Contoso Austin ;4;86
210478;2017-03-28;SV 2GB Laptop memory E800 Silver;Loja Contoso Austin ;4;86
210480;2017-03-28;"Adventure Works 19"" Color Digital TV E35 Brown";Loja Contoso Austin ;4;86
211328;2017-03-29;Proseware Laptop8.9 E089 White;Loja Contoso Austin ;4;86
213280;2017-03-30;SV Car Video TFT7 M7000 Brown;Loja Contoso Austin ;9;86
213285;2017-03-30;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey;Loja Contoso Austin ;9;86
213540;2017-03-30;WWI Desktop PC1.80 E1800 Silver;Loja Contoso Austin ;12;86
213749;2017-03-30;SV DVD Movies E100 Yellow;Loja Contoso Austin ;4;86
214134;2017-03-30;"Fabrikam SLR Camera 35"" M358 Gold";Loja Contoso Austin ;4;86
214314;2017-03-30;SV DVD 48 DVD Storage Binder M50 Black;Loja Contoso Austin ;9;86
214348;2017-03-30;SV 16xDVD M320 Silver;Loja Contoso Austin ;9;86
214358;2017-03-30;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Loja Contoso Austin ;9;86
214446;2017-03-30;"Fabrikam SLR Camera 35"" X358 Orange";Loja Contoso Austin ;9;86
215105;2017-03-30;The Phone Company Smart phones 6-LINE SCREEN M21 Grey;Loja Contoso Austin ;9;86
215253;2017-03-31;"The Phone Company Touch Screen Phones 26-2.2"" M200 Black";Loja Contoso Austin ;9;86
215582;2017-03-31;SV 16xDVD M320 Silver;Loja Contoso Austin ;9;86
215583;2017-03-31;WWI 2GB Pulse Smart pen M100 Silver;Loja Contoso Austin ;9;86
216231;2017-03-31;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey;Loja Contoso Austin ;4;86
216687;2017-03-31;WWI Desktop PC1.80 E1802 White;Loja Contoso Austin ;12;86
216762;2017-03-31;Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black;Loja Contoso Austin ;9;86
217413;2017-03-31;A. Datum Ultra Compact Digital Camera M190 Orange;Loja Contoso Austin ;4;86
217783;2017-04-01;Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver;Loja Contoso Austin ;100;86
218734;2017-04-01;Proseware Laser Fax Printer E100 Grey;Loja Contoso Austin ;5;86
218742;2017-04-01;SV Car Video TFT6.2W E6282 Black;Loja Contoso Austin ;5;86
219212;2017-04-01;"A. Datum SLR Camera 35"" M358 Silver";Loja Contoso Austin ;10;86
219255;2017-04-01;WWI Projector 720p DLP56 Black;Loja Contoso Austin ;10;86
219262;2017-04-01;Proseware Projector 720p DLP56 Silver;Loja Contoso Austin ;10;86
219989;2017-04-01;Proseware Screen 100in M1609 White;Loja Contoso Austin ;5;86
220446;2017-04-01;Contoso Home Theater System 5.1 Channel M1500 Black;Loja Contoso Austin ;10;86
220902;2017-04-02;SV Car Video LCD7 M7003 Silver;Loja Contoso Austin ;10;86
221000;2017-04-02;Fabrikam SLR Camera M147 Grey;Loja Contoso Austin ;10;86
221554;2017-04-02;Adventure Works Desktop PC1.80 ED182 White;Loja Contoso Austin ;30;86
221652;2017-04-02;Contoso 90W AC/DC Power Adapter E300 Grey;Loja Contoso Austin ;5;86
221723;2017-04-02;Contoso Education Supplies Bundle E200 White;Loja Contoso Austin ;5;86
222183;2017-04-02;"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey";Loja Contoso Austin ;10;86
224795;2017-04-03;SV Car Video TFT6.2W E6281 Black;Loja Contoso Austin ;5;86
225136;2017-04-03;Contoso DVD 55DVD Storage Binder M56 Black;Loja Contoso Austin ;10;86
226054;2017-04-03;"Fabrikam SLR Camera 35"" M358 Green";Loja Contoso Austin ;5;86
226223;2017-04-03;Contoso USB Data Link - direct connect adapter E600 White;Loja Contoso Austin ;5;86
226224;2017-04-03;Litware Home Theater System 2.1 Channel E212 Brown;Loja Contoso Austin ;5;86
226431;2017-04-03;SV Car Video TFT7 M7001 Black;Loja Contoso Austin ;10;86
226434;2017-04-03;Proseware Mobile Receipt and Document Scanner M200 White;Loja Contoso Austin ;10;86
226654;2017-04-03;A. Datum Point Shoot Digital Camera M500 Green;Loja Contoso Austin ;10;86
226680;2017-04-03;"Fabrikam SLR Camera 35"" X358 Gold";Loja Contoso Austin ;10;86
226702;2017-04-03;Contoso Projector 480p M481 White;Loja Contoso Austin ;10;86
226854;2017-04-04;A. Datum Compact Digital Camera M200 Azure;Loja Contoso Austin ;5;86
226864;2017-04-04;SV 8xDVD E100 Silver;Loja Contoso Austin ;5;86
